index,sentenca_original,sentenca_processada1,classificacao,sentenca_processada2,entidades_nomeadas,adjetivos,triggers,intensifiers,modifiers,quotation_marks,repeated_punctuation,letters_repetition,word_repetition
1452,"Se não fizéssemos correções, provavelmente iríamos nos transformar em um partido como tantos outros que temos no país, mas graças a nossa militância e a auscultação das ruas é que somos o maior partido vivo do Brasil, porque os que não morreram, ainda que vivam são bem menores que o PT.","Se não fizéssemos correções, provavelmente iríamos nos transformar em um partido como tantos outros que temos no país, mas graças a nossa militância e a auscultação das ruas é que somos o maior partido vivo do Brasil, porque os que não morreram, ainda que vivam são bem menores que o PT.",0,Se não fizéssemos correções provavelmente iríamos nos transformar em um partido como tantos outros que temos no país mas graças a nossa militância e a auscultação das ruas é que somos o maior partido vivo do Brasil porque os que não morreram ainda que vivam são bem menores que o PT,1,0,1,1,1,0,0,1,0
1453,"aqui vcs escrevem palavras grandonas, besteiras e publicam.","aqui vcs escrevem palavras grandonas, besteiras e publicam.",0,aqui vcs escrevem palavras grandonas besteiras e publicam,0,0,1,0,1,0,0,0,0
1455,Lambusou é pouco.,Lambusou é pouco.,0,Lambusou é pouco,1,0,1,0,1,0,0,0,0
1456,Estuprou o Brasil.,Estuprou o Brasil.,0,Estuprou o Brasil,1,0,1,0,1,0,0,0,0
1457,Arrebentou.,Arrebentou.,0,Arrebentou,0,0,0,0,0,0,0,0,0
1458,Pra mim tudo isto é combinado.,Pra mim tudo isto é combinado.,0,Pra mim tudo isto é combinado,0,0,1,0,1,0,0,0,0
1459,"Este partido, se é que ainda podemos assim chamar, não engana mais ninguém não !!!!","Este partido, se é que ainda podemos assim chamar, não engana mais ninguém não !!!!",0,Este partido se é que ainda podemos assim chamar não engana mais ninguém não ,0,0,1,0,1,0,1,0,1
1461,"Querem ignorar isso, mas continuam com as enganações.","Querem ignorar isso, mas continuam com as enganações.",0,Querem ignorar isso mas continuam com as enganações,0,0,1,0,1,0,0,0,0
1462,Não vai demorar a migração para outro partido ou a criação de uma nova marca.,Não vai demorar a migração para outro partido ou a criação de uma nova marca.,0,Não vai demorar a migração para outro partido ou a criação de uma nova marca,0,0,1,0,1,0,0,0,0
1463,"Pois, a sigla PT já desmoronou.","Pois, a sigla PT já desmoronou.",0,Pois a sigla PT já desmoronou,1,0,1,0,1,0,0,0,0
1464,O Jaques Wagner apenas sublinhou.,O Jaques Wagner apenas sublinhou.,0,O Jaques Wagner apenas sublinhou,1,0,1,0,1,0,0,0,0
1465,"Vai ser piada e motivos de gozações quando nas próximas eleições, deste ano, alguém fazer campanha com a bandeira petista. A vermelha.","Vai ser piada e motivos de gozações quando nas próximas eleições, deste ano, alguém fazer campanha com a bandeira petista. A vermelha.",0,Vai ser piada e motivos de gozações quando nas próximas eleições deste ano alguém fazer campanha com a bandeira petista A vermelha,0,0,1,0,1,0,0,0,0
1466,"– Mea culpa, mea culpa.","– Mea culpa, mea culpa.",0, Mea culpa mea culpa,0,0,1,0,0,0,0,0,0
1467,"Por se ter sido uma das características [desse partido]P7 a “mentira”, ñ dar para acreditar q agora estão falando a verdade, em reconhecer os seus erros.","Por se ter sido uma das características desse partido a “mentira”, ñ dar para acreditar q agora estão falando a verdade, em reconhecer os seus erros.",0,Por se ter sido uma das características desse partido a mentira ñ dar para acreditar q agora estão falando a verdade em reconhecer os seus erros,0,1,1,0,1,0,0,1,0
1468,Para muitos soa como jogada política visando atrair os bobos da corte q acreditam em tudo.,Para muitos soa como jogada política visando atrair os bobos da corte q acreditam em tudo.,0,Para muitos soa como jogada política visando atrair os bobos da corte q acreditam em tudo,0,0,1,0,1,0,0,0,0
1469,Não dar para acreditar que o Jaques Wagner agora venha reconhecer os erros dos camaradas e do próprio.,Não dar para acreditar que o Jaques Wagner agora venha reconhecer os erros dos camaradas e do próprio.,0,Não dar para acreditar que o Jaques Wagner agora venha reconhecer os erros dos camaradas e do próprio,1,0,1,0,1,0,0,1,0
1470,Agora q é verdade que se lambuzaram é.,Agora q é verdade que se lambuzaram é.,0,Agora q é verdade que se lambuzaram é,0,0,1,0,1,0,0,0,0
1471,E muito.,E muito.,0,E muito,0,0,1,0,1,0,0,0,0
1472,Por isso estão pagando o preço da fatura corrupta que impuseram à Nação brasileira,Por isso estão pagando o preço da fatura corrupta que impuseram à Nação brasileira,0,Por isso estão pagando o preço da fatura corrupta que impuseram à Nação brasileira,1,0,1,0,1,0,0,0,0
1473,"É que não foi assim bem uma [""fala""]P1, na realidade foi uma [""confissão""]P1...","É que não foi assim bem uma [""fala""]P1, na realidade foi uma [""confissão""]P1...",0,É que não foi assim bem uma falaP1 na realidade foi uma confissãoP1,0,0,1,0,1,1,1,1,0
1474,O PT é um partido do século 20 com idéias do século 19 e o mundo já esta no século 21.,O PT é um partido do século 20 com idéias do século 19 e o mundo já esta no século 21.,0,O PT é um partido do século 20 com idéias do século 19 e o mundo já esta no século 21,1,0,1,0,1,0,0,0,0
1475,"Trocando em miúdos, além de idéias ultrapassadas o PT se mostrou altamente corrupto (corrupção sistêmica comprovada pela PF, MPF e Justiça) e nocivo ao Brasil.","Trocando em miúdos, além de idéias ultrapassadas o PT se mostrou altamente corrupto (corrupção sistêmica comprovada pela PF, MPF e Justiça) e nocivo ao Brasil.",0,Trocando em miúdos além de idéias ultrapassadas o PT se mostrou altamente corrupto corrupção sistêmica comprovada pela PF MPF e Justiça e nocivo ao Brasil,1,0,1,1,1,0,0,1,0
1476,"Os demais partidos em nada difere do PT, assim vejo a política e os políticos do Brasil.","Os demais partidos em nada difere do PT, assim vejo a política e os políticos do Brasil.",0,Os demais partidos em nada difere do PT assim vejo a política e os políticos do Brasil,1,0,1,0,1,0,0,0,0
1477,"Cobra mandata do Lula, Jaques opera as ligações do ex Gilberto Carvalho com os [""movimentos populares""]P1, cuja verba foi mantida.","Cobra mandata do Lula, Jaques opera as ligações do ex Gilberto Carvalho com os [""movimentos populares""]P1, cuja verba foi mantida.",0,Cobra mandata do Lula Jaques opera as ligações do ex Gilberto Carvalho com os movimentos popularesP1 cuja verba foi mantida,1,0,1,0,1,1,0,0,0
1478,"A Dilma deveria romper com o PT e o PMDB e buscar uma aproximação supra partidária pra um projeto de Brasil, senão ficará presa às eleições de 2016 e 2018, ou seja, projeto político.","A Dilma deveria romper com o PT e o PMDB e buscar uma aproximação supra partidária pra um projeto de Brasil, senão ficará presa às eleições de 2016 e 2018, ou seja, projeto político.",0,A Dilma deveria romper com o PT e o PMDB e buscar uma aproximação supra partidária pra um projeto de Brasil senão ficará presa às eleições de 2016 e 2018 ou seja projeto político,1,0,1,0,1,0,0,0,0
1479,"Não houve nenhum exagero do comentário do Ministro da casa civil , (O PT lambuzou ) pois isso é fato , o cidadão comum entendeu que de fato isso ocorreu , pois o envolvimento de membros filiados ão partido com mandato público ou não envolveram nas velhas engrenagens do poder ,em que o maior erro do PT foi não tentar corrigi-lo expondo-o para a sociedade!","Não houve nenhum exagero do comentário do Ministro da casa civil , (O PT lambuzou ) pois isso é fato , o cidadão comum entendeu que de fato isso ocorreu , pois o envolvimento de membros filiados ão partido com mandato público ou não envolveram nas velhas engrenagens do poder ,em que o maior erro do PT foi não tentar corrigi-lo expondo-o para a sociedade!",0,Não houve nenhum exagero do comentário do Ministro da casa civil  O PT lambuzou  pois isso é fato  o cidadão comum entendeu que de fato isso ocorreu  pois o envolvimento de membros filiados ão partido com mandato público ou não envolveram nas velhas engrenagens do poder em que o maior erro do PT foi não tentar corrigilo expondoo para a sociedade,1,0,1,0,1,0,0,1,0
1480,"Não, aderiu as engrenagens do Poder já viciadas e corruptas!","Não, aderiu as engrenagens do Poder já viciadas e corruptas!",0,Não aderiu as engrenagens do Poder já viciadas e corruptas,0,0,1,0,1,0,0,0,0
1481,"Ai sim houve lambança ,precisou da lava jato prá limpar!","Ai sim houve lambança ,precisou da lava jato prá limpar!",0,Ai sim houve lambança precisou da lava jato prá limpar,1,0,1,0,1,0,0,0,0
1482,"O ministro falou o que todo mundo sabe há tempos, confessou o erro que levou o país ao desastre.","O ministro falou o que todo mundo sabe há tempos, confessou o erro que levou o país ao desastre.",0,O ministro falou o que todo mundo sabe há tempos confessou o erro que levou o país ao desastre,0,0,1,0,1,0,0,1,0
1483,"Os outros, que também erraram, que criticam o ministro , por acaso pensam que vão enganar alguém?","Os outros, que também erraram, que criticam o ministro , por acaso pensam que vão enganar alguém?",0,Os outros que também erraram que criticam o ministro  por acaso pensam que vão enganar alguém,0,0,1,0,1,0,0,0,0
1484,Essa turma não só se lambuzou mas lambuzou o Brasil de corrupção.,Essa turma não só se lambuzou mas lambuzou o Brasil de corrupção.,0,Essa turma não só se lambuzou mas lambuzou o Brasil de corrupção,1,0,1,0,1,0,0,1,0
1485,"O seu modus operandi é típico de mafiosos, é só ver os líderes presos e [caladinhos]P5, sabendo que seu silêncio garante-lhes a vida.","O seu modus operandi é típico de mafiosos, é só ver os líderes presos e caladinhos, sabendo que seu silêncio garante-lhes a vida.",0,O seu modus operandi é típico de mafiosos é só ver os líderes presos e caladinhos sabendo que seu silêncio garantelhes a vida,0,0,1,0,1,0,0,0,0
1486,E GORDA aposentadoria vitalícia!,E GORDA aposentadoria vitalícia!,0,E GORDA aposentadoria vitalícia,0,0,1,0,1,0,0,0,0
1488,"Criam o fato, a declaração ou o ato para desviar a atenção.","Criam o fato, a declaração ou o ato para desviar a atenção.",0,Criam o fato a declaração ou o ato para desviar a atenção,0,0,1,0,1,0,0,0,0
1489,É sabido por todos que o PT quer dona Dilma longe do partido.,É sabido por todos que o PT quer dona Dilma longe do partido.,0,É sabido por todos que o PT quer dona Dilma longe do partido,1,0,1,0,1,0,0,0,0
1490,Hoje Cid Gomes dá entrevista propondo a saída dela do PT.,Hoje Cid Gomes dá entrevista propondo a saída dela do PT.,0,Hoje Cid Gomes dá entrevista propondo a saída dela do PT,1,0,1,0,1,0,0,0,0
1491,"Tudo isso para desviar o foco do desemprego, inflação e quase falência do país.","Tudo isso para desviar o foco do desemprego, inflação e quase falência do país.",0,Tudo isso para desviar o foco do desemprego inflação e quase falência do país,0,0,1,0,1,0,0,0,0
1492,"Já escreveram e não custa lembrar: Em 2016 podemos começar uma limpeza - NÃO VOTANDO NO PT, QUEM FOI DO PT, QUEM APOIOU OU APOIA O PT"".","Já escreveram e não custa lembrar: Em 2016 podemos começar uma limpeza - NÃO VOTANDO NO PT, QUEM FOI DO PT, QUEM APOIOU OU APOIA O PT"".",0,Já escreveram e não custa lembrar Em 2016 podemos começar uma limpeza  NÃO VOTANDO NO PT QUEM FOI DO PT QUEM APOIOU OU APOIA O PT,1,0,1,0,1,0,0,0,0
1496,"É de fato um [""falastrão""]P1 que se [""acha""]P1.","É de fato um [""falastrão""]P1 que se [""acha""]P1.",0,É de fato um falastrãoP1 que se achaP1,0,0,1,0,1,1,0,0,0
1497,"Nem os integrantes [desse partido] se entendem, imaginem com é governar dessa forma.","Nem os integrantes desse partido se entendem, imaginem com é governar dessa forma.",0,Nem os integrantes desse partido se entendem imaginem com é governar dessa forma,0,0,1,0,1,0,0,0,0
1498,"Ao criticar uma raríssima e até tímida auto-critica do Jaques Wagner, os dirigentes petistas dão uma aula de cinismo e prepotência.","Ao criticar uma raríssima e até tímida auto-critica do Jaques Wagner, os dirigentes petistas dão uma aula de cinismo e prepotência.",0,Ao criticar uma raríssima e até tímida autocritica do Jaques Wagner os dirigentes petistas dão uma aula de cinismo e prepotência,1,0,1,0,1,0,0,1,0
1499,Não há diferença entre a postura do PT e dos lideres populistas de direita e de esquerda no mundo todo.,Não há diferença entre a postura do PT e dos lideres populistas de direita e de esquerda no mundo todo.,0,Não há diferença entre a postura do PT e dos lideres populistas de direita e de esquerda no mundo todo,1,0,1,0,1,0,0,0,0
1500,O PT é essencialmente autoritário e se considera incriticável.,O PT é essencialmente autoritário e se considera incriticável.,0,O PT é essencialmente autoritário e se considera incriticável,1,0,1,1,1,0,0,0,0
1501,"O projeto de poder absoluto é o único [""valor""]P1 que guia as ações do PT.","O projeto de poder absoluto é o único [""valor""]P1 que guia as ações do PT.",0,O projeto de poder absoluto é o único valorP1 que guia as ações do PT,1,0,1,0,1,1,0,0,0
1503,Hoje a censura está demais.,Hoje a censura está demais.,0,Hoje a censura está demais,0,0,1,0,1,0,0,0,0
1504,"As bobagens que os políticos vomitam, publicam.","As bobagens que os políticos vomitam, publicam.",0,As bobagens que os políticos vomitam publicam,0,0,1,0,1,0,0,0,0
1505,"Os comentários, com palavras até leves demais, em relação aos donos do poder têm que passar pela censura prévia!","Os comentários, com palavras até leves demais, em relação aos donos do poder têm que passar pela censura prévia!",0,Os comentários com palavras até leves demais em relação aos donos do poder têm que passar pela censura prévia,0,0,1,0,1,0,0,0,0
1506,A grande obra de Lula foi não ter feito nenhuma das bravatas demagógicas que ele e seu PT prometeram ao longo de anos.,A grande obra de Lula foi não ter feito nenhuma das bravatas demagógicas que ele e seu PT prometeram ao longo de anos.,0,A grande obra de Lula foi não ter feito nenhuma das bravatas demagógicas que ele e seu PT prometeram ao longo de anos,1,0,1,0,1,0,0,0,0
1507,"Pois ele não deu o calote não dívida; não rompeu com os EUA, nem com o FMI, nem com os demais organismos internacionais; não revogou o Plano Real, que ele chamava de estelionato; não anulou as privatizações que ele tanto [demonizava]P3; não restaurou os monopólios estatais, colocando-os de novo na Constituição; não estatizou o sistema financeiro; não socializou a propriedade privada","Pois ele não deu o calote não dívida; não rompeu com os EUA, nem com o FMI, nem com os demais organismos internacionais; não revogou o Plano Real, que ele chamava de estelionato; não anulou as privatizações que ele tanto demonizava; não restaurou os monopólios estatais, colocando-os de novo na Constituição; não estatizou o sistema financeiro; não socializou a propriedade privada",0,Pois ele não deu o calote não dívida não rompeu com os EUA nem com o FMI nem com os demais organismos internacionais não revogou o Plano Real que ele chamava de estelionato não anulou as privatizações que ele tanto demonizava não restaurou os monopólios estatais colocandoos de novo na Constituição não estatizou o sistema financeiro não socializou a propriedade privada,1,0,1,0,1,0,0,0,0
1508,"Sim, o grande feito delle foi não fazer nada, quando sua aprendiz começou a fazer, por ordens delle, deu no que estamos vendo!","Sim, o grande feito delle foi não fazer nada, quando sua aprendiz começou a fazer, por ordens delle, deu no que estamos vendo!",0,Sim o grande feito delle foi não fazer nada quando sua aprendiz começou a fazer por ordens delle deu no que estamos vendo,0,0,1,0,1,0,0,1,0
1509,O que todos esperamos para 2016 é que PGR peça a extinção do PT.,O que todos esperamos para 2016 é que PGR peça a extinção do PT.,0,O que todos esperamos para 2016 é que PGR peça a extinção do PT,1,0,1,0,1,0,0,0,0
1510,"Para se defender, o governo (não só o ministro!) usa as palavras da oposição e bate no própria partido, querendo dizer que a culpa é só de uma parte deles.","Para se defender, o governo (não só o ministro!) usa as palavras da oposição e bate no própria partido, querendo dizer que a culpa é só de uma parte deles.",0,Para se defender o governo não só o ministro usa as palavras da oposição e bate no própria partido querendo dizer que a culpa é só de uma parte deles,0,0,1,0,1,0,0,0,0
1511,"É a última tentativa de se livrar do sufoco,defenestrando os colegas.","É a última tentativa de se livrar do sufoco,defenestrando os colegas.",0,É a última tentativa de se livrar do sufocodefenestrando os colegas,0,0,1,0,1,0,0,0,0
1513,Não!!!,Não!!!,0,Não,0,0,0,0,1,0,1,0,1
1514,Não foram só eles! Foram todos!!!,Não foram só eles! Foram todos!!!,0,Não foram só eles Foram todos,0,0,1,0,1,0,1,0,1
1515,"Inclusive [esse ministro]P7, a chefe dele e o capo, criador de todos eles!","Inclusive esse ministro, a chefe dele e o capo, criador de todos eles!",0,Inclusive esse ministro a chefe dele e o capo criador de todos eles,0,0,1,0,1,0,0,0,0
1516,Agora não adianta esconder corpo!,Agora não adianta esconder corpo!,0,Agora não adianta esconder corpo,0,0,0,0,1,0,0,0,0
1517,"Existe um cadáver que deve ser sepultado e os responsáveis por ele, punidos e separados da sociedade!","Existe um cadáver que deve ser sepultado e os responsáveis por ele, punidos e separados da sociedade!",0,Existe um cadáver que deve ser sepultado e os responsáveis por ele punidos e separados da sociedade,0,0,1,0,1,0,0,0,0
1518,"PT não desmancha TOPETE, nem a pose dos ETERNOS representante exclusivo do PROLETARIADO SOVIÉTICO STALINISTA , quem se desligou das bases foram dirigentes do PARTIDO no afã e ganância pelo poder, ELITIZARAM e deram banana para os POBRES!!","PT não desmancha TOPETE, nem a pose dos ETERNOS representante exclusivo do PROLETARIADO SOVIÉTICO STALINISTA , quem se desligou das bases foram dirigentes do PARTIDO no afã e ganância pelo poder, ELITIZARAM e deram banana para os POBRES!!",0,PT não desmancha TOPETE nem a pose dos ETERNOS representante exclusivo do PROLETARIADO SOVIÉTICO STALINISTA  quem se desligou das bases foram dirigentes do PARTIDO no afã e ganância pelo poder ELITIZARAM e deram banana para os POBRES,1,0,1,0,1,0,1,0,1
1520,"Tarso Genro : [antipetismo]P3 nao e moda , e Realidade pura ...","Tarso Genro : antipetismo nao e moda , e Realidade pura ...",0,Tarso Genro  antipetismo nao e moda  e Realidade pura ,1,0,1,0,1,0,1,0,0
1521,"Quem era cego , começo a enxergar ......","Quem era cego , começo a enxergar ......",0,Quem era cego  começo a enxergar ,0,0,1,0,1,0,1,0,1
1524,"É oposição a si mesmo o que impressiona é que ainda tem quem se indigne com esses comentários.....são ["" [cuscuvilhices]P3""]P1 diria o ser gio gabrielle e olha que esse entende de lambanças, lambuzadas e afins","É oposição a si mesmo o que impressiona é que ainda tem quem se indigne com esses comentários.....são ["" cuscuvilhices""]P1 diria o ser gio gabrielle e olha que esse entende de lambanças, lambuzadas e afins",0,É oposição a si mesmo o que impressiona é que ainda tem quem se indigne com esses comentáriossão  cuscuvilhicesP1 diria o ser gio gabrielle e olha que esse entende de lambanças lambuzadas e afins,1,0,1,0,1,1,1,0,0
1526,"Quem é baiano como eu sabe do terrível governo que ele fez na Bahia, comprometendo irresponsavelmente o caixa do Estado e deixando que o seu sucessor do mesmo partido pagasse todos estes pecados.","Quem é baiano como eu sabe do terrível governo que ele fez na Bahia, comprometendo irresponsavelmente o caixa do Estado e deixando que o seu sucessor do mesmo partido pagasse todos estes pecados.",0,Quem é baiano como eu sabe do terrível governo que ele fez na Bahia comprometendo irresponsavelmente o caixa do Estado e deixando que o seu sucessor do mesmo partido pagasse todos estes pecados,1,0,1,0,1,0,0,1,0
1527,Quem se lambuzou pelo o poder foi este senhor!!!,Quem se lambuzou pelo o poder foi este senhor!!!,0,Quem se lambuzou pelo o poder foi este senhor,0,0,1,0,1,0,1,0,1
1528,pode ate considerar que impopularidade nao e crime sr wagner Mas infingir a lei e crime .,pode ate considerar que impopularidade nao e crime sr wagner Mas infingir a lei e crime .,0,pode ate considerar que impopularidade nao e crime sr wagner Mas infingir a lei e crime ,1,0,1,0,1,0,0,0,0
1529,no caso a lei de responsabilidade fiscal desrespeitada pela dilma nos ultimos anos . confirmado pelo TCU que rejeitou as contas de dilma.... nao sabe o que falar : fala qualquer coisa .,no caso a lei de responsabilidade fiscal desrespeitada pela dilma nos ultimos anos . confirmado pelo TCU que rejeitou as contas de dilma.... nao sabe o que falar : fala qualquer coisa .,0,no caso a lei de responsabilidade fiscal desrespeitada pela dilma nos ultimos anos  confirmado pelo TCU que rejeitou as contas de dilma nao sabe o que falar  fala qualquer coisa ,1,0,1,0,1,0,1,0,0
1530,"Quem ultrapassou o limite e o STF ( nomeado a 80 % pelo Pt) Se meteu feio no regimento da camara dos deputados para beneficiar a dilma ….. isto e golpe .. O pt criou 3 impeachment : Collor , Itamar , FHC.","Quem ultrapassou o limite e o STF ( nomeado a 80 % pelo Pt) Se meteu feio no regimento da camara dos deputados para beneficiar a dilma ….. isto e golpe .. O pt criou 3 impeachment : Collor , Itamar , FHC.",0,Quem ultrapassou o limite e o STF  nomeado a 80  pelo Pt Se meteu feio no regimento da camara dos deputados para beneficiar a dilma  isto e golpe  O pt criou 3 impeachment  Collor  Itamar  FHC,1,1,1,0,1,0,1,0,0
1532,"O pior é que, depois de apenas quatro anos fazendo só caca como governador, temos que pagar uma polpuda aposentadoria a [esse [serzinho]P2]P7 insignificante.","O pior é que, depois de apenas quatro anos fazendo só caca como governador, temos que pagar uma polpuda aposentadoria a esse serzinho insignificante.",0,O pior é que depois de apenas quatro anos fazendo só caca como governador temos que pagar uma polpuda aposentadoria a esse serzinho insignificante,0,0,1,0,1,0,0,0,0
1533,"Lavar roupa suja em público tem disso, muitos não admitem que a verdade seja dita.","Lavar roupa suja em público tem disso, muitos não admitem que a verdade seja dita.",0,Lavar roupa suja em público tem disso muitos não admitem que a verdade seja dita,0,0,1,0,1,0,0,0,0
1535,"Com a responsabilidade que ele tinha à época do incêndio na boate Kiss, ele deveria ser responsabilizado pelo incidente, pois era o Comandante em Chefe do Corpo de Bombeiros gaúcho.","Com a responsabilidade que ele tinha à época do incêndio na boate Kiss, ele deveria ser responsabilizado pelo incidente, pois era o Comandante em Chefe do Corpo de Bombeiros gaúcho.",0,Com a responsabilidade que ele tinha à época do incêndio na boate Kiss ele deveria ser responsabilizado pelo incidente pois era o Comandante em Chefe do Corpo de Bombeiros gaúcho,1,0,1,0,1,0,0,0,0
1536,"Não entendo como um sujeito deste ainda é procurado para emitir opiniões, Faliu o Rio Grande do Sul.","Não entendo como um sujeito deste ainda é procurado para emitir opiniões, Faliu o Rio Grande do Sul.",0,Não entendo como um sujeito deste ainda é procurado para emitir opiniões Faliu o Rio Grande do Sul,1,0,1,0,1,0,0,0,0
1537,pois é....um partido em franca autodestruição.,pois é....um partido em franca autodestruição.,0,pois éum partido em franca autodestruição,0,0,1,0,1,0,1,0,0
1538,Ao menos um gesto ímpar de decência e razão.,Ao menos um gesto ímpar de decência e razão.,0,Ao menos um gesto ímpar de decência e razão,0,1,1,0,1,0,0,0,0
1539,Falta agora é expulsar e exigir a prisão dos criminosos homiziados nos partido.,Falta agora é expulsar e exigir a prisão dos criminosos homiziados nos partido.,0,Falta agora é expulsar e exigir a prisão dos criminosos homiziados nos partido,0,0,1,0,1,0,0,0,0
1546,como [esse tarso genro]P7 tem coragem de abrir a boca depois de ter quebrado o rio grande do sul?,como esse tarso genro tem coragem de abrir a boca depois de ter quebrado o rio grande do sul?,0,como esse tarso genro tem coragem de abrir a boca depois de ter quebrado o rio grande do sul,0,0,1,0,1,0,0,0,0
1547,Na realidade são todos membros da mesma facção!,Na realidade são todos membros da mesma facção!,0,Na realidade são todos membros da mesma facção,0,0,1,0,1,0,0,0,0
1548,O que ele quer dizer é simples: Deveriam ter sido menos larápios....,O que ele quer dizer é simples: Deveriam ter sido menos larápios....,0,O que ele quer dizer é simples Deveriam ter sido menos larápios,0,0,1,1,1,0,1,0,0
1549,Lambuzou é eufemismo.,Lambuzou é eufemismo.,0,Lambuzou é eufemismo,0,0,1,0,1,0,0,0,0
1550,"Roubo, pilhagem, gatunagem, saque são o que acontece.","Roubo, pilhagem, gatunagem, saque são o que acontece.",0,Roubo pilhagem gatunagem saque são o que acontece,0,0,1,0,1,0,0,0,0
1553,Os protestos do PT devem ser dirigidos diretamente ao Judiciário.,Os protestos do PT devem ser dirigidos diretamente ao Judiciário.,0,Os protestos do PT devem ser dirigidos diretamente ao Judiciário,1,0,1,0,1,0,0,0,0
1554,Democracia existe para que as pessoas possam falar o que os outros não querem ouvir.,Democracia existe para que as pessoas possam falar o que os outros não querem ouvir.,0,Democracia existe para que as pessoas possam falar o que os outros não querem ouvir,0,0,1,0,1,0,0,1,0
1555,Quem usou o cargo para acolher um terrorista italiano não tem moral para criticar nada.,Quem usou o cargo para acolher um terrorista italiano não tem moral para criticar nada.,0,Quem usou o cargo para acolher um terrorista italiano não tem moral para criticar nada,1,0,1,0,1,0,0,1,0
1556,"Na realidade o PT, [esse maldito partido de Lula e Dilma]P7, afundou nosso querido, grandioso e rico país num mar de lama, corrupção e roubalheira..., na verdade verdadeira, se lambuzaram com nosso dinheiro, nos bolsos, bolsas, cuecas, paletós, etc..., e para o povo sobrou pagar o preço de toda essa sujeira.","Na realidade o PT, esse maldito partido de Lula e Dilma, afundou nosso querido, grandioso e rico país num mar de lama, corrupção e roubalheira..., na verdade verdadeira, se lambuzaram com nosso dinheiro, nos bolsos, bolsas, cuecas, paletós, etc..., e para o povo sobrou pagar o preço de toda essa sujeira.",0,Na realidade o PT esse maldito partido de Lula e Dilma afundou nosso querido grandioso e rico país num mar de lama corrupção e roubalheira na verdade verdadeira se lambuzaram com nosso dinheiro nos bolsos bolsas cuecas paletós etc e para o povo sobrou pagar o preço de toda essa sujeira,1,0,1,0,1,0,1,1,0
1557,Taissoooo Jenro.....não foi esse senão aquele que faliu o estado de RS???,Taissoooo Jenro.....não foi esse senão aquele que faliu o estado de RS???,0,Taissoooo Jenronão foi esse senão aquele que faliu o estado de RS,1,0,1,0,1,0,1,0,1
1558,Tarso Genro !,Tarso Genro !,0,Tarso Genro ,1,0,0,0,0,0,0,0,0
1559,Átila por onde passava não deixava pedra sobre pedra.,Átila por onde passava não deixava pedra sobre pedra.,0,Átila por onde passava não deixava pedra sobre pedra,1,0,1,0,1,0,0,0,0
1560,Brigas internas e intensas num partido decadente.,Brigas internas e intensas num partido decadente.,0,Brigas internas e intensas num partido decadente,0,0,1,0,1,0,0,0,0
1561,Não aproveitou da popularidade pra fazer as reformas que elevariam o nível da nação.,Não aproveitou da popularidade pra fazer as reformas que elevariam o nível da nação.,0,Não aproveitou da popularidade pra fazer as reformas que elevariam o nível da nação,0,0,1,0,1,0,0,0,0
1562,Preferiu o populismo corrupto via curral eleitoral.,Preferiu o populismo corrupto via curral eleitoral.,0,Preferiu o populismo corrupto via curral eleitoral,0,0,1,0,1,0,0,1,0
1563,"Neste ponto, há de concordar com o Jaques Wagner, o partido se lambuzou e fez lambança até onde pode.","Neste ponto, há de concordar com o Jaques Wagner, o partido se lambuzou e fez lambança até onde pode.",0,Neste ponto há de concordar com o Jaques Wagner o partido se lambuzou e fez lambança até onde pode,1,0,1,0,1,0,0,0,0
1564,Talvez não seria o momento dele acenar com estas palavras.,Talvez não seria o momento dele acenar com estas palavras.,0,Talvez não seria o momento dele acenar com estas palavras,0,0,1,0,1,0,0,0,0
1565,Mas pelo menos a verdade foi dita.,Mas pelo menos a verdade foi dita.,0,Mas pelo menos a verdade foi dita,0,0,1,0,1,0,0,0,0
1567,Assim como o próprio Jaques Wagner.,Assim como o próprio Jaques Wagner.,0,Assim como o próprio Jaques Wagner,1,0,1,0,1,0,0,0,0
1568,"Tarso Genro, tal qual demais [""administradores""]P1 petistas, deixou seu Estado ao final do governo em petição de miséria, marca registrada de qualquer governo [desse partido]P7.","Tarso Genro, tal qual demais [""administradores""]P1 petistas, deixou seu Estado ao final do governo em petição de miséria, marca registrada de qualquer governo desse partido.",0,Tarso Genro tal qual demais administradoresP1 petistas deixou seu Estado ao final do governo em petição de miséria marca registrada de qualquer governo desse partido,1,0,1,0,1,1,0,0,0
1569,Vem agora com pompa falar de quem pôs o dedo na ferida.,Vem agora com pompa falar de quem pôs o dedo na ferida.,0,Vem agora com pompa falar de quem pôs o dedo na ferida,0,0,1,0,1,0,0,0,0
1570,"Esse saco de gatos que se vire, mas são uns deslumbrados e não se tocam!","Esse saco de gatos que se vire, mas são uns deslumbrados e não se tocam!",0,Esse saco de gatos que se vire mas são uns deslumbrados e não se tocam,0,0,1,0,1,0,0,0,0
1571,"Alguém tinha que falar a verdade sabida por ele próprio, ou seja, de dentro para fora!","Alguém tinha que falar a verdade sabida por ele próprio, ou seja, de dentro para fora!",0,Alguém tinha que falar a verdade sabida por ele próprio ou seja de dentro para fora,0,0,1,0,1,0,0,0,0
1572,Não tinha mesmo que contextualizar.,Não tinha mesmo que contextualizar.,0,Não tinha mesmo que contextualizar,0,0,1,0,1,0,0,0,0
