sentenca_original,sentenca_processada1,classificacao
"Abaixo o Temer, fora com toda a patota!...","Abaixo o Temer, fora com toda a patota!...",0
É pior que os outros...,É pior que os outros...,0
Moro pra presidente!,Moro pra presidente!,0
Miro Teixeira pra vice!,Miro Teixeira pra vice!,0
Armínio pra Fazenda!,Armínio pra Fazenda!,0
Deltan pra Justiça!,Deltan pra Justiça!,0
"Cristovam pra Educação!, o resto a gente garimpa...","Cristovam pra Educação!, o resto a gente garimpa...",0
"Ela não vai para debaixo do tapete, ela vai voltar a sua vida normal, comer e dormir por sua conta e se for cassada não terá nenhum privilégio de ex-presidente, isto se não for para a cadeia.","Ela não vai para debaixo do tapete, ela vai voltar a sua vida normal, comer e dormir por sua conta e se for cassada não terá nenhum privilégio de ex-presidente, isto se não for para a cadeia.",0
Agricultores?,Agricultores?,0
Me poupe.,Me poupe.,-1
"Quem apoia estes comunistas não é gente que trabalha, com certeza.","Quem apoia estes comunistas não é gente que trabalha, com certeza.",0
Precisamos urgente aprender respeitar aqueles que não nasceram previlegiados com herança deixada por familia.,Precisamos urgente aprender respeitar aqueles que não nasceram previlegiados com herança deixada por familia.,0
"Pode-se até questionar presidente deilma sobre o termo golpe, mas esta turma que perdeu três eleiçoes chegar ao poder sem voto.","Pode-se até questionar presidente deilma sobre o termo golpe, mas esta turma que perdeu três eleiçoes chegar ao poder sem voto.",0
"Ou seja, p$db/Dehm que tiveram seus projetos governo rejeitado nas urnas em três eleiçoes, patrocinam a saida da eleita e entram no seu lugar.","Ou seja, p$db/Dehm que tiveram seus projetos governo rejeitado nas urnas em três eleiçoes, patrocinam a saida da eleita e entram no seu lugar.",0
Se isso não for golpe então!,Se isso não for golpe então!,-1
"""Agricultores?","""Agricultores?",1
"Polpe-me""!","Polpe-me""!",1
"Ôrra, minha!!!","Ôrra, minha!!!",1
Esta obra continua em construção.,Esta obra continua em construção.,0
Lembro na campanha quatorze q Dil mentira dizia como obra acabada do P A C 2.,Lembro na campanha quatorze q Dil mentira dizia como obra acabada do P A C 2.,0
Seria igual ao petroleiro João Cândido?,Seria igual ao petroleiro João Cândido?,1
"Foi lançado ao mar , mas Petrobras não o aceitou ...","Foi lançado ao mar , mas Petrobras não o aceitou ...",-1
"C ara de p au, hein Dil mentira !","C ara de p au, hein Dil mentira !",-1
Não é que ela teve uma boa ideia!,Não é que ela teve uma boa ideia!,1
Finalmente!,Finalmente!,1
"Para levar um dez é levar o [""criador""]P1 junto, [juntinho]P5.","Para levar um dez é levar o [""criador""]P1 junto, juntinho.",-1
É golpe e muito golpe!,É golpe e muito golpe!,0
Mostre que vc não é covarde e enfrente tudo sem renunciar.,Mostre que vc não é covarde e enfrente tudo sem renunciar.,0
"Mostre que vc não é Azeredo, não é Collor, não é Jose Roberto de Arruda Sampaio nem Antônio Carlos Magalhães.","Mostre que vc não é Azeredo, não é Collor, não é Jose Roberto de Arruda Sampaio nem Antônio Carlos Magalhães.",0
Oia o gorpiiiiii!,Oia o gorpiiiiii!,1
"Querida, mude, fique com as pessoas honestas que suaram para construir este nosso país, que com foices e martelos medonhos essa oca criatura destruiu!","Querida, mude, fique com as pessoas honestas que suaram para construir este nosso país, que com foices e martelos medonhos essa oca criatura destruiu!",-1
"Mas, a transposição das águas do São Chico ainda não acabou.","Mas, a transposição das águas do São Chico ainda não acabou.",-1
"Obra do P AC 2 , onde Dil mentira na campanha de quatorze apresentava como quase acabada ?","Obra do P AC 2 , onde Dil mentira na campanha de quatorze apresentava como quase acabada ?",-1
A senhora não vai pra debaixo do tapete.,A senhora não vai pra debaixo do tapete.,0
Vai pra...,Vai pra...,0
A presidente Deilma não precisa ficar triste pois povo brasileiro a respeita e admira.,A presidente Deilma não precisa ficar triste pois povo brasileiro a respeita e admira.,0
"A senhora não merece ficar no meio desta gente desonesta, teremos q lutar por nossos direitos, entretanto o q nos da alento é saber q a maioria destes q hoje se deixam levar pela voz unica de uma midia que silencia o grito dos escluidos; excluidos q. cada vez será em maior numero, muito antes do que se imagina irão se revoltar pelo que neste momento apoiam.","A senhora não merece ficar no meio desta gente desonesta, teremos q lutar por nossos direitos, entretanto o q nos da alento é saber q a maioria destes q hoje se deixam levar pela voz unica de uma midia que silencia o grito dos escluidos; excluidos q. cada vez será em maior numero, muito antes do que se imagina irão se revoltar pelo que neste momento apoiam.",0
Em s.p. do pessedb não existe cpi a mais uma decada,Em s.p. do pessedb não existe cpi a mais uma decada,0
"Presidente Dilma, mesmo que a Sra. tenha que sair amanhã da Presidência, sinta-se satisfeita por ter cumprido sua importante missão de Presidir nosso País com respeito e dignidade.","Presidente Dilma, mesmo que a Sra. tenha que sair amanhã da Presidência, sinta-se satisfeita por ter cumprido sua importante missão de Presidir nosso País com respeito e dignidade.",0
"Depois do Senna, a Sra. foi a pessoa que mais levou o nome do nosso País as Nações Internacionais.","Depois do Senna, a Sra. foi a pessoa que mais levou o nome do nosso País as Nações Internacionais.",0
"Pena que armaram para a Sra., mas seu nome e projetos, já estão inseridos na história, e, independente de qualquer coisa, eu lhe admiro e lhe respeito, hj e sempre.","Pena que armaram para a Sra., mas seu nome e projetos, já estão inseridos na história, e, independente de qualquer coisa, eu lhe admiro e lhe respeito, hj e sempre.",0
"Não fique triste, a ingratidão existe.","Não fique triste, a ingratidão existe.",0
Muito Obrigada.,Muito Obrigada.,0
"Presidente, muito obrigada pela dignidade que a senhora nos trouxe.","Presidente, muito obrigada pela dignidade que a senhora nos trouxe.",0
"Pessoas viajando de avião juntamente com as celebridades e ricos, acesso a Internet, acesso a aquisição de veículos, casa própria, salário digno, acesso a Formação Superior (faculdade), oportunidade de negócios próprios e autônomos.","Pessoas viajando de avião juntamente com as celebridades e ricos, acesso a Internet, acesso a aquisição de veículos, casa própria, salário digno, acesso a Formação Superior (faculdade), oportunidade de negócios próprios e autônomos.",0
"A Sra. fez o que muitos Presidentes deixaram de fazer, não porque não tinha dinheiro, mas porque não era interessante ver as pessoas de classe média e pobre, se darem bem.","A Sra. fez o que muitos Presidentes deixaram de fazer, não porque não tinha dinheiro, mas porque não era interessante ver as pessoas de classe média e pobre, se darem bem.",0
"Pres. [""Somos todos Dilma""]P1","Pres. [""Somos todos Dilma""]P1",0
Golpe é este governo incompetente quebrar o país e transferir a conta para os trabalhadores.,Golpe é este governo incompetente quebrar o país e transferir a conta para os trabalhadores.,0
Golpe é mentir deslavadamente para ser reeleita e continuar bradando mentiras em discursos para plateia paga com o meu dinheiro.,Golpe é mentir deslavadamente para ser reeleita e continuar bradando mentiras em discursos para plateia paga com o meu dinheiro.,0
"C/u/t, devolva o dinheiro do [""imposto sindical""]P1 debitado do meu salário.","C/u/t, devolva o dinheiro do [""imposto sindical""]P1 debitado do meu salário.",0
Não trabalho para sustentar militância de partido político.,Não trabalho para sustentar militância de partido político.,0
Pedalada fiscal é crime.,Pedalada fiscal é crime.,0
Olha a situação da CEF.,Olha a situação da CEF.,0
"Sabe o que nos da alento é saber q a maioria de voces que hoje se deixam levar pela voz unica de uma imporensa que silencia o grito dos escluidos; Excluidos que cada vez será em maior numero, face aos programas anunciados pelos que desrespeitam nosso voto, muito antes do que se imagina irão se revoltar contra aqueles q. neste momento apoiam.","Sabe o que nos da alento é saber q a maioria de voces que hoje se deixam levar pela voz unica de uma imporensa que silencia o grito dos escluidos; Excluidos que cada vez será em maior numero, face aos programas anunciados pelos que desrespeitam nosso voto, muito antes do que se imagina irão se revoltar contra aqueles q. neste momento apoiam.",0
"Em s.p. do pessedb não existe cpi a mais uma decada, nem das licitações do metrô/ nem desvio merenda/nem falta dagua e venda metade sabesp...nada","Em s.p. do pessedb não existe cpi a mais uma decada, nem das licitações do metrô/ nem desvio merenda/nem falta dagua e venda metade sabesp...nada",0
O verdadeiro combate à corrupção começa nas próximas eleições municipais.,O verdadeiro combate à corrupção começa nas próximas eleições municipais.,0
"Votar em um pe tis ta, seja para vereador ou prefeito, é votar para eternizar a corrupção e a mentalidade do autoritarismo e do arbítrio no país.","Votar em um pe tis ta, seja para vereador ou prefeito, é votar para eternizar a corrupção e a mentalidade do autoritarismo e do arbítrio no país.",0
Não confunda Estado com governo.,Não confunda Estado com governo.,0
O governo não investiga nada.,O governo não investiga nada.,0
São os mesmos órgãos de estado que hoje condenam os crimes dos governos pe tis tas que investigaram os governos passados.,São os mesmos órgãos de estado que hoje condenam os crimes dos governos pe tis tas que investigaram os governos passados.,0
"Quem era culpado foi condenado, o inocente foi inocentado e quando não havia crime, não houve inquérito nem denúncia.","Quem era culpado foi condenado, o inocente foi inocentado e quando não havia crime, não houve inquérito nem denúncia.",0
É assim que funciona a justiça.,É assim que funciona a justiça.,0
"Bom mesmo é não ter corrupção no modo tyucano de governar, pois não eles não deixam criar uma so cpi.","Bom mesmo é não ter corrupção no modo tyucano de governar, pois não eles não deixam criar uma so cpi.",0
"Nada, nenhuma.","Nada, nenhuma.",0
Licitações viciadas metrÔ/cptm; Desvio merenda escolar; etc..etc...,Licitações viciadas metrÔ/cptm; Desvio merenda escolar; etc..etc...,0
"Corrupção amigo se combate deixando investigar e expondo a opinião publica, não fingindo que ela não existe, Por fingir que a corrupção não existia é que o Brasil, setima economia do mundo, tem um dos piores [""idh""]P1 do mundo.","Corrupção amigo se combate deixando investigar e expondo a opinião publica, não fingindo que ela não existe, Por fingir que a corrupção não existia é que o Brasil, setima economia do mundo, tem um dos piores [""idh""]P1 do mundo.",0
Lyula/Deilma pagam preço por terem diminuido um pouco esta vergonha,Lyula/Deilma pagam preço por terem diminuido um pouco esta vergonha,0
"Era para ""incendiar o Brasil?","Era para ""incendiar o Brasil?",0
Êta [povinho]P5 que só sabe ameaçar!,Êta povinho que só sabe ameaçar!,-1
Não se fala em outra coisa a não de como se manter no poder.,Não se fala em outra coisa a não de como se manter no poder.,0
"Olha sinceramente eu acho melhor lutar para manter um poder adquirido nas urnas, do que chegar ao poder através de desrespeito aos milhões de votos, onde cada voto foi dado em confiança de que este seria respeitado.","Olha sinceramente eu acho melhor lutar para manter um poder adquirido nas urnas, do que chegar ao poder através de desrespeito aos milhões de votos, onde cada voto foi dado em confiança de que este seria respeitado.",0
"Alias a maioria do povo brasileiro nao votou a favor da deilma, mas contra om projeto neo-liberal que ameaçava voltar com aercio e sua turma.","Alias a maioria do povo brasileiro nao votou a favor da deilma, mas contra om projeto neo-liberal que ameaçava voltar com aercio e sua turma.",0
E eles agora voltam pelo tapetão com o senhor tiemer,E eles agora voltam pelo tapetão com o senhor tiemer,-1
Vamos in cen di ar é o phth e co mu nas,Vamos in cen di ar é o phth e co mu nas,0
"É muito cara de pau,dando entrevista com essa toda moralidade,mas esse partido destruiu o Brasil,logo esta nação vai seguir o mesmo caminho da Venezuela.","É muito cara de pau,dando entrevista com essa toda moralidade,mas esse partido destruiu o Brasil,logo esta nação vai seguir o mesmo caminho da Venezuela.",0
"Já o fizeram... agora, quando Temer assumir, deverá prender todos os líderes de [""movimentos populares""[ e processá-los por [""crime de lesa pátria""]P1 e incitação à desordem e tumulto nas cidades.","Já o fizeram... agora, quando Temer assumir, deverá prender todos os líderes de [""movimentos populares"" e processá-los por [""crime de lesa pátria""]P1 e incitação à desordem e tumulto nas cidades.",0
"Depois, uma devassa nas centrais sindicais cut, apeoesp, mtst e mst.","Depois, uma devassa nas centrais sindicais cut, apeoesp, mtst e mst.",0
"Fim do dinheiro para essa gente, enxada pra eles.","Fim do dinheiro para essa gente, enxada pra eles.",0
A única oposição que tiveram foi o povo nas rua.,A única oposição que tiveram foi o povo nas rua.,0
A oposição deve muito ao povo.,A oposição deve muito ao povo.,0
Tanto que deveriam doar os próximos anos intensivamente para recuperar todas as perdas saindo da zona de conforto e colocando a cara defendendo o que é certo sem mentir como o fez a atual ocupante do planalto.,Tanto que deveriam doar os próximos anos intensivamente para recuperar todas as perdas saindo da zona de conforto e colocando a cara defendendo o que é certo sem mentir como o fez a atual ocupante do planalto.,0
"Veja-se o que ele pode fazer para o país, impedindo que o Pro grama Bol sa Fa mília seja objeto de chantagem eleitoral pelo parido dele.","Veja-se o que ele pode fazer para o país, impedindo que o Pro grama Bol sa Fa mília seja objeto de chantagem eleitoral pelo parido dele.",0
"É o relator de um projeto, adormecido na comissão em que participa desde 2013, que dispõe sobre a organização da As sistência So cial e incluiu entre os objetivos da assistência social a garantia da destinação de transferência de renda prevista no Pro grama Bol sa Fa mília como forma de erradicação da pobreza.","É o relator de um projeto, adormecido na comissão em que participa desde 2013, que dispõe sobre a organização da As sistência So cial e incluiu entre os objetivos da assistência social a garantia da destinação de transferência de renda prevista no Pro grama Bol sa Fa mília como forma de erradicação da pobreza.",0
Que oposição eles tiveram?,Que oposição eles tiveram?,0
A oposição que chutou a bunda da atual para se mover foi a da população indignada nas ruas.,A oposição que chutou a bunda da atual para se mover foi a da população indignada nas ruas.,0
Do contrário estariam até hoje testando os desastres das medidas anticíclicas totalmente fora do tempo sem consolidar a preparação do País.,Do contrário estariam até hoje testando os desastres das medidas anticíclicas totalmente fora do tempo sem consolidar a preparação do País.,0
Jogaram toda a responsabilidade do nosso futuro na garantia de se manter no poder com a complacência do congresso e da oposição fora de tela.,Jogaram toda a responsabilidade do nosso futuro na garantia de se manter no poder com a complacência do congresso e da oposição fora de tela.,0
"Se a cam ba da pe tis ta tentar bagunçar o próximo governo, Policia Federal neles","Se a cam ba da pe tis ta tentar bagunçar o próximo governo, Policia Federal neles",0
"Não vão [""incendiar""]P1, mesmo...","Não vão [""incendiar""]P1, mesmo...",0
"Já são cinzas fétidas e a partir desta semana, vamos varrê-los para o lixo político e esquecê-los ...não servem para nada...nunca serviram...","Já são cinzas fétidas e a partir desta semana, vamos varrê-los para o lixo político e esquecê-los ...não servem para nada...nunca serviram...",0
"1. Sem novos tributos não sairemos do atoleiro; entretanto, não dava pra se botar mais dinheiro na mão deste governo inepto.","1. Sem novos tributos não sairemos do atoleiro; entretanto, não dava pra se botar mais dinheiro na mão deste governo inepto.",0
"2. Para fazer oposição é necessário credibilidade, e isto o PT desperdiçou.","2. Para fazer oposição é necessário credibilidade, e isto o PT desperdiçou.",0
"Assim, não tem mais combustível para incendiar coisa alguma.","Assim, não tem mais combustível para incendiar coisa alguma.",0
"3. O PSDB não conseguiu ser oposição, na maior parte dos governos do PT, porque sabia das dificuldades de governar (e, quando resolveu [""ser PT""]P1, meteu os pés pelas mãos).","3. O PSDB não conseguiu ser oposição, na maior parte dos governos do PT, porque sabia das dificuldades de governar (e, quando resolveu [""ser PT""]P1, meteu os pés pelas mãos).",0
4. Tomara que os partidos que contam tenham aprendido algo.,4. Tomara que os partidos que contam tenham aprendido algo.,0
"Tentaram incendiar, sem dúvida.","Tentaram incendiar, sem dúvida.",0
"O partido já está em cinzas e algumas brasas, mas em vias de extinção.","O partido já está em cinzas e algumas brasas, mas em vias de extinção.",0
"A sigla deverá ser trocada e suas bandeiras ver melião recolhidas, caso contrário, a reação será intensa, ao menos agora.","A sigla deverá ser trocada e suas bandeiras ver melião recolhidas, caso contrário, a reação será intensa, ao menos agora.",0
A mea-culpa do senador é hipocrisia.,A mea-culpa do senador é hipocrisia.,0
"Se o bolivarianismo brasileiro desse certo, o projeto de poder atendendo ao Foro de São Paulo daria lugar a forças urbanas correlatas ao MST, piores até. O momento pede casaco de carneiro enquanto o lobo não volta.","Se o bolivarianismo brasileiro desse certo, o projeto de poder atendendo ao Foro de São Paulo daria lugar a forças urbanas correlatas ao MST, piores até. O momento pede casaco de carneiro enquanto o lobo não volta.",0
"Temer, erre muito pouco","Temer, erre muito pouco",0
"O politicamente correto seria dar um tempo, abstendo-se de manifestação para refundar o partido, mantendo ou não os intelectuais, os quais, historicamente, escolherem marionetes (sindicalistas) com empatia junto a classes sociais.","O politicamente correto seria dar um tempo, abstendo-se de manifestação para refundar o partido, mantendo ou não os intelectuais, os quais, historicamente, escolherem marionetes (sindicalistas) com empatia junto a classes sociais.",0
"Agrega-se a isso o famigerado projeto de poder a qualquer custo, moral, legal.","Agrega-se a isso o famigerado projeto de poder a qualquer custo, moral, legal.",0
"Também não cola mais, num partido de amplo espectro, pregar a divisão do país segundo objetivos eleitoreiros.","Também não cola mais, num partido de amplo espectro, pregar a divisão do país segundo objetivos eleitoreiros.",0
O Brasil é um só.,O Brasil é um só.,0
"Lugar e li...xo, é na lixe..ra, é um lugar muito bom para corruP.Tos, fora Parti..do das Tre..vas ?","Lugar e li...xo, é na lixe..ra, é um lugar muito bom para corruP.Tos, fora Parti..do das Tre..vas ?",0
Engraçado.,Engraçado.,1
Um bando de trapalhões fazendo oposição.,Um bando de trapalhões fazendo oposição.,-1
O pior cego é o que vê; e não enxerga.,O pior cego é o que vê; e não enxerga.,1
Por enquanto a única que colocou fogo no País; foi a Presidenta que acendeu a tocha olímpica.,Por enquanto a única que colocou fogo no País; foi a Presidenta que acendeu a tocha olímpica.,0
"E tem mais, se for para enfrentar esses Ptrapalhadas vamos bater de frente.","E tem mais, se for para enfrentar esses Ptrapalhadas vamos bater de frente.",0
Chega de ficar pagando a conta de corruptos...,Chega de ficar pagando a conta de corruptos...,0
Incendiar o que?,Incendiar o que?,-1
Não sobrou nada!,Não sobrou nada!,0
Apenas ruínas de um país destruído pelo pt!,Apenas ruínas de um país destruído pelo pt!,0
"Se o PT não tivesse tanta sede de poder pelo poder; se tivesse vontade política de fazer mudanças para o bem do país, teria sido bom pro eles e para o Brasil.","Se o PT não tivesse tanta sede de poder pelo poder; se tivesse vontade política de fazer mudanças para o bem do país, teria sido bom pro eles e para o Brasil.",0
"Porém, fizeram tudo ao contrário nesse 13 anos.","Porém, fizeram tudo ao contrário nesse 13 anos.",0
Só quis assegurar sua manutenção no poder.,Só quis assegurar sua manutenção no poder.,0
"Qualquer um que quis alterar sua forma de governar, foi duramente criticado por eles.","Qualquer um que quis alterar sua forma de governar, foi duramente criticado por eles.",0
Só eles estavam certos.,Só eles estavam certos.,1
Agora ficou fácil de ver o estrago que sua forma de governar causou ao país.,Agora ficou fácil de ver o estrago que sua forma de governar causou ao país.,0
"Difícil sustentar isso, certo seu Costa?","Difícil sustentar isso, certo seu Costa?",-1
"Uma das soluções imediatas é a redução das mordomias de verbas e salários na câmara e no senado, não é possível que na crise que estamos os parlamentares desfrutarem de altos valores de verbas e salários, isto reduziria bem o déficit do governo.","Uma das soluções imediatas é a redução das mordomias de verbas e salários na câmara e no senado, não é possível que na crise que estamos os parlamentares desfrutarem de altos valores de verbas e salários, isto reduziria bem o déficit do governo.",0
"\outro ponto a ser questionado é o oferecimento de cargos a deputados e senadores, somente deveriam exercer cargo publico os concursados, técnicos chega de apadrinhamento que é um dos focos de corrupção.","\outro ponto a ser questionado é o oferecimento de cargos a deputados e senadores, somente deveriam exercer cargo publico os concursados, técnicos chega de apadrinhamento que é um dos focos de corrupção.",0
Precisamos mudar já.,Precisamos mudar já.,0
"Vamos todos acreditar que o PT vai aceitar a derrota em silencio, por falar em silencio onde anda o chefão que esta sumido a mais de 20 dias ninguém houve a sua voz, cuidado dia 11 esta chegando, e o PT estará fora do poder, não tem mais como defender o ex ministro que nunca foi ministro","Vamos todos acreditar que o PT vai aceitar a derrota em silencio, por falar em silencio onde anda o chefão que esta sumido a mais de 20 dias ninguém houve a sua voz, cuidado dia 11 esta chegando, e o PT estará fora do poder, não tem mais como defender o ex ministro que nunca foi ministro",0
"até que poderiam começar incendiando a imensa fazenda do filho de Lula, que num passe de mágica se tornou um dos maiores latifundiários do Brasil e grande pecuarista, segundo dizem [Lulinha]P5 possue 50.000 cabeças de gado nessa propriedade.","até que poderiam começar incendiando a imensa fazenda do filho de Lula, que num passe de mágica se tornou um dos maiores latifundiários do Brasil e grande pecuarista, segundo dizem Lulinha possue 50.000 cabeças de gado nessa propriedade.",0
Essa é a reforma agrária que os petistas pregam.,Essa é a reforma agrária que os petistas pregam.,1
"Não vamos incendiar o Brasil"", êle está querendo dizer que os petistas e aliados possuem esse poder?","Não vamos incendiar o Brasil"", êle está querendo dizer que os petistas e aliados possuem esse poder?",0
É muita cegueira ou audácia diante da realidade dos fatos.,É muita cegueira ou audácia diante da realidade dos fatos.,0
"Chega a impressionar como,- sem a menor autocrítica-, jogam o ônus de tudo para a governante, parece que esqueceram-se que foram parte da governança desastrosa. C.","Chega a impressionar como,- sem a menor autocrítica-, jogam o ônus de tudo para a governante, parece que esqueceram-se que foram parte da governança desastrosa. C.",0
Tchau querido.,Tchau querido.,-1
O PT sempre boicotou o Fernando Henrique.,O PT sempre boicotou o Fernando Henrique.,0
"Foi contra o Plano Real que foi o melhor plano econômico que o Brasil já teve e que a estabilização da moeda foi o maior benefício aos pobres, pois, na época da inflação alta, o salário dos pobres acabava antes do final do mês.","Foi contra o Plano Real que foi o melhor plano econômico que o Brasil já teve e que a estabilização da moeda foi o maior benefício aos pobres, pois, na época da inflação alta, o salário dos pobres acabava antes do final do mês.",0
"O benefício foi muito maior que a bolsa família que é um investimento inócuo pois não provoca melhora nenhuma ao país como um todo, pois os benefícios concedidos desaparecem nos dias seguintes.","O benefício foi muito maior que a bolsa família que é um investimento inócuo pois não provoca melhora nenhuma ao país como um todo, pois os benefícios concedidos desaparecem nos dias seguintes.",0
Sujeito nojento e de conversa indecente.,Sujeito nojento e de conversa indecente.,0
"Em 10 anos, sem seu [""lider""]P1, essa sigla não será mais do quê a lembrança do maior pesadelo que acometeu o Brasil desde sempre...todos vão ter que trabalhar , finalmente, cortar barbas e pintar cabelos para poder circular ou ir morar em cuba...O país agradecerá...","Em 10 anos, sem seu [""lider""]P1, essa sigla não será mais do quê a lembrança do maior pesadelo que acometeu o Brasil desde sempre...todos vão ter que trabalhar , finalmente, cortar barbas e pintar cabelos para poder circular ou ir morar em cuba...O país agradecerá...",0
"Se é por falta de adeus...[""Adiós""]P1,["" bye bye""]P1, [""arrivederchi""]P1...[""tchau queridos""]P1...","Se é por falta de adeus...[""Adiós""]P1,["" bye bye""]P1, [""arrivederchi""]P1...[""tchau queridos""]P1...",-1
"Estão jogando toda a culpa no Poste, sendo que o PheTeh e o Pixu-leco sempre estiveram no comando de tudo, inclusive, por questão de propaganda eleitoreira, negando irresponsavelmente apoio ao pseudo ajuste fiscal proposto pelo desgoverno no ano passado, que de tão fraco, praticamente não mexia em interesses da elite de privilégios.","Estão jogando toda a culpa no Poste, sendo que o PheTeh e o Pixu-leco sempre estiveram no comando de tudo, inclusive, por questão de propaganda eleitoreira, negando irresponsavelmente apoio ao pseudo ajuste fiscal proposto pelo desgoverno no ano passado, que de tão fraco, praticamente não mexia em interesses da elite de privilégios.",0
"Será que esse senador ajudou a transferir a Diretoria Financeira da Petrobrás para Salvador, para rapiná-la?","Será que esse senador ajudou a transferir a Diretoria Financeira da Petrobrás para Salvador, para rapiná-la?",0
"A única coisa que esse povo se presta é agitar, invadir prédios públicos e propriedades privadas, além de corromper.","A única coisa que esse povo se presta é agitar, invadir prédios públicos e propriedades privadas, além de corromper.",0
"O Pheteh não precisa tocar pauta-bomba até porque já explodiu o País e, mesmo se quizesse, a população não iria pemitir, já estando na tampa com a gangueh; agora essa de que não vai fazer jogo de corporativismo, deve ser uma piada, ne?.","O Pheteh não precisa tocar pauta-bomba até porque já explodiu o País e, mesmo se quizesse, a população não iria pemitir, já estando na tampa com a gangueh; agora essa de que não vai fazer jogo de corporativismo, deve ser uma piada, ne?.",0
Os petistas não vão incendiar nada.,Os petistas não vão incendiar nada.,0
"Partido infestado de corruptos, muitos de seus próceres presos ou em vias de sê-lo, não terá condições mínimas de criticar ninguém.","Partido infestado de corruptos, muitos de seus próceres presos ou em vias de sê-lo, não terá condições mínimas de criticar ninguém.",0
"Seus [puxadinhos]P5 PCdoB, Rede, PSOL, PSTU, CUT, UNE, MST, etc, à falta do numerário que os comprava, minguarão até à insignificância da qual nunca deveriam ter saído.","Seus puxadinhos PCdoB, Rede, PSOL, PSTU, CUT, UNE, MST, etc, à falta do numerário que os comprava, minguarão até à insignificância da qual nunca deveriam ter saído.",0
"Temer, pelo que se vê, pensa em continuar a esbórnia.","Temer, pelo que se vê, pensa em continuar a esbórnia.",0
Engana-se.,Engana-se.,0
"Os manifestantes estarão no seu encalço; aliás, já o observam de cara feia.","Os manifestantes estarão no seu encalço; aliás, já o observam de cara feia.",0
"Foram oposição até ao [""bolsa iiismola""]P1, lembra senador de bbbosttta?","Foram oposição até ao [""bolsa iiismola""]P1, lembra senador de bbbosttta?",-1
"Agora vêem com essa [conversinha]P5 de [""jogaram pedras no meu lindo telhado de vidro""]P1, quanta maldade.","Agora vêem com essa conversinha de [""jogaram pedras no meu lindo telhado de vidro""]P1, quanta maldade.",-1
"Voltarão para a oposição porque, além de mentirosos, são covardes e incompetentes, não sabem como desatar os nós que deram e estão vendo o país cair sem saber como evitar.","Voltarão para a oposição porque, além de mentirosos, são covardes e incompetentes, não sabem como desatar os nós que deram e estão vendo o país cair sem saber como evitar.",0
"Voltarão para a oposição para serem, novamente, contra tudo e contra todos, com a diferença de que, agora, nós sabemos quem realmente eles são.","Voltarão para a oposição para serem, novamente, contra tudo e contra todos, com a diferença de que, agora, nós sabemos quem realmente eles são.",0
Incendiar o que ?,Incendiar o que ?,0
"Não sobrou nada, já ferraram o país de tal forma que só queimando literalmente.","Não sobrou nada, já ferraram o país de tal forma que só queimando literalmente.",0
Dificuldade de dialogar??,Dificuldade de dialogar??,0
Ela tem dificuldade de raciocinar!,Ela tem dificuldade de raciocinar!,0
Notadamente.,Notadamente.,0
uma das caracteristicas dos petistas:dificuldade de refletir...,uma das caracteristicas dos petistas:dificuldade de refletir...,0
"Quem ajudou a criar o PeeeTeee e os sindicatos no brasil hoje tem 15007 sindicatos no brasil contra 68 no reino unido , é muito parasita , mais de 600 mil cargos sem concursos , pelegos parasitas , mais de 500 entidaaades parasitarias , MmmmSssssTeee etc.. somaram os contras ,viram quantos não querem largar a [[""boquinha""]P5]P1.","Quem ajudou a criar o PeeeTeee e os sindicatos no brasil hoje tem 15007 sindicatos no brasil contra 68 no reino unido , é muito parasita , mais de 600 mil cargos sem concursos , pelegos parasitas , mais de 500 entidaaades parasitarias , MmmmSssssTeee etc.. somaram os contras ,viram quantos não querem largar a [[""boquinha""]P5]P1.",0
"Sindicatos e cartórios são as duas mais poderosas [""âncoras""]P1 que nos impedem de zarpar para figurar entre os países que contam...","Sindicatos e cartórios são as duas mais poderosas [""âncoras""]P1 que nos impedem de zarpar para figurar entre os países que contam...",0
"isto parece coisa de 66 , 72 , 74 , tática de guerrrrrrilha vamos desunir para enfraquecer e tomar o poder é [coxxxxxinhas]P5 x morrrrrtadela e os trouxxxxxas ficam brigando por políticos pelegos e parasitas ladrrrrrrrrrões .","isto parece coisa de 66 , 72 , 74 , tática de guerrrrrrilha vamos desunir para enfraquecer e tomar o poder é coxxxxxinhas x morrrrrtadela e os trouxxxxxas ficam brigando por políticos pelegos e parasitas ladrrrrrrrrrões .",-1
o capitalismo é o sistema mais excluente que o ser humano já criou ele exclui o fraco o preguiçoso o chorão o malandro o folgado o esperto o molenga o puxa-saco e toda a corrrrrja que busca enriquecer ou sobreviver sem trabalhar.,o capitalismo é o sistema mais excluente que o ser humano já criou ele exclui o fraco o preguiçoso o chorão o malandro o folgado o esperto o molenga o puxa-saco e toda a corrrrrja que busca enriquecer ou sobreviver sem trabalhar.,1
"ele só permite a inclusão de um tipo de pessoa o trabalhador , por isto é demonizado por tantos que se dizem brasileiros.","ele só permite a inclusão de um tipo de pessoa o trabalhador , por isto é demonizado por tantos que se dizem brasileiros.",0
mmmmmeeeeeennnnntttttiiiiiiirrrrrooooossso,mmmmmeeeeeennnnntttttiiiiiiirrrrrooooossso,0
"Que apoio teriam para tentar [""incendiar o país""]P1?","Que apoio teriam para tentar [""incendiar o país""]P1?",0
